UbiReg,UbiPro,Reg,Pro,UbiDis,Dis,idh,vidaEsp,EducSec,EducAnhos,IngresoFam
100000,101000,HUANUCO,Lauricocha,101007,San Miguel De Cauri     ,0.3233, 68.76 ,33.16,7.06,361.2
100000,101100,HUANUCO,Yarowilca,101101,Chavinillo                              ,0.1777, 70.04 ,25.01,4.59,118.3
100000,101100,HUANUCO,Yarowilca,101102,Cahuac                                  ,0.3025, 74.28 ,46.15,7.24,232.5
100000,101100,HUANUCO,Yarowilca,101103,Chacabamba      ,0.3153, 76.35 ,49.18,7.32,241.5
100000,101100,HUANUCO,Yarowilca,101104,Aparicio Pomares      ,0.1972, 73.80 ,23.14,4.25,151.3
100000,101100,HUANUCO,Yarowilca,101105,Jacas Chico                             ,0.2597, 69.14 ,38.82,4.91,236.4
100000,101100,HUANUCO,Yarowilca,101106,Obas                                    ,0.2343, 73.44 ,14.99,5.30,239.1
100000,101100,HUANUCO,Yarowilca,101107,Pampamarca     ,0.2312, 72.65 ,33.47,5.12,172.1
100000,101100,HUANUCO,Yarowilca,101108,Choras                                  ,0.2287, 72.83 ,13.61,4.74,255.2
110000,110100,ICA,Ica,110101,Ica                                     ,0.5982, 79.43 ,83.08,12.04,786.3
110000,110100,ICA,Ica,110102,La Tinguina                             ,0.5412, 80.23 ,76.14,10.49,656.8
110000,110100,ICA,Ica,110103,Los Aquijes                             ,0.5362, 79.30 ,75.53,10.05,669.0
110000,110100,ICA,Ica,110104,Ocucaje                                 ,0.4522, 79.86 ,66.84,8.64,474.5
110000,110100,ICA,Ica,110105,Pachacutec                              ,0.5328, 79.72 ,71.02,9.75,683.3
110000,110100,ICA,Ica,110106,Parcona                                 ,0.5274, 80.03 ,73.99,10.59,617.5
110000,110100,ICA,Ica,110107,Pueblo Nuevo                            ,0.5297, 79.42 ,80.72,10.36,614.1
110000,110100,ICA,Ica,110108,Salas                                   ,0.5276, 79.16 ,59.69,9.77,728.0
110000,110100,ICA,Ica,110109,San Jose De Los Molinos  ,0.5221, 78.58 ,72.82,9.13,675.7
110000,110100,ICA,Ica,110110,San Juan Bautista                       ,0.5677, 80.31 ,71.90,10.65,765.8
110000,110100,ICA,Ica,110111,Santiago                                ,0.5416, 80.72 ,72.25,9.45,711.0
110000,110100,ICA,Ica,110112,Subtanjalla                             ,0.5369, 78.91 ,74.92,10.88,648.4
110000,110100,ICA,Ica,110113,Tate                                    ,0.5596, 79.13 ,84.15,10.28,710.7
110000,110100,ICA,Ica,110114,Yauca Del Rosario     ,0.3838, 78.51 ,64.76,7.29,347.4
110000,110200,ICA,Chincha,110201,Chincha Alta                            ,0.5342, 79.90 ,76.60,10.56,632.5
110000,110200,ICA,Chincha,110202,Alto Laran                              ,0.4679, 80.06 ,61.84,8.68,537.9
110000,110200,ICA,Chincha,110203,Chavin                                  ,0.4320, 77.20 ,38.16,8.26,583.2
110000,110200,ICA,Chincha,110204,Chincha Baja                            ,0.5063, 80.75 ,70.14,8.93,615.3
110000,110200,ICA,Chincha,110205,El Carmen                               ,0.4595, 80.73 ,59.22,8.34,528.3
110000,110200,ICA,Chincha,110206,Grocio Prado                            ,0.4803, 81.32 ,66.71,9.09,532.4
110000,110200,ICA,Chincha,110207,Pueblo Nuevo                            ,0.5223, 80.88 ,73.58,10.21,606.1
110000,110200,ICA,Chincha,110208,San Juan De Yanac    ,0.3410, 77.02 ,50.22,7.44,287.3
110000,110200,ICA,Chincha,110209,San Pedro De Huacarpana  ,0.3033, 79.79 ,51.76,7.99,193.6
110000,110200,ICA,Chincha,110210,Sunampe                                 ,0.5189, 81.32 ,75.48,9.53,607.3
110000,110200,ICA,Chincha,110211,Tambo De Mora    ,0.5069, 79.06 ,72.33,9.61,599.7
110000,110300,ICA,Nazca,110301,Nazca                                   ,0.5137, 79.50 ,74.75,10.30,585.1
110000,110300,ICA,Nazca,110302,Changuillo                              ,0.4677, 82.90 ,58.34,7.91,556.7
110000,110300,ICA,Nazca,110303,El Ingenio                              ,0.4423, 81.68 ,57.11,8.26,477.8
110000,110300,ICA,Nazca,110304,Marcona                                 ,0.5792, 80.02 ,68.10,11.24,811.3
110000,110300,ICA,Nazca,110305,Vista Alegre                            ,0.5034, 82.13 ,74.86,9.47,554.4
110000,110400,ICA,Palpa,110401,Palpa                                   ,0.5245, 81.18 ,70.81,9.81,636.2
110000,110400,ICA,Palpa,110402,Llipata                                 ,0.4942, 81.70 ,58.07,8.87,620.5
110000,110400,ICA,Palpa,110403,Rio Grande                              ,0.5082, 81.28 ,75.93,8.64,605.5
110000,110400,ICA,Palpa,110404,Santa Cruz                              ,0.5051, 81.78 ,88.89,8.90,538.7
110000,110400,ICA,Palpa,110405,Tibillo                                 ,0.2024, 76.14 ,1.16,7.43,387.8
110000,110500,ICA,Pisco,110501,Pisco                                   ,0.5256, 75.91 ,77.09,10.69,642.1
110000,110500,ICA,Pisco,110502,Huancano                                ,0.4264, 74.14 ,63.27,8.16,473.4
110000,110500,ICA,Pisco,110503,Humay                                   ,0.4202, 73.51 ,61.11,8.13,468.4
110000,110500,ICA,Pisco,110504,Independencia                           ,0.4125, 75.65 ,58.94,8.46,424.8
110000,110500,ICA,Pisco,110505,Paracas                                 ,0.4997, 76.28 ,52.98,10.22,677.0
110000,110500,ICA,Pisco,110506,San Andres                              ,0.4765, 76.10 ,69.28,10.02,529.3
110000,110500,ICA,Pisco,110507,San Clemente                            ,0.4716, 75.67 ,59.95,9.25,580.7
110000,110500,ICA,Pisco,110508,Tupac Amaru Inca   ,0.4896, 75.22 ,72.03,9.85,575.8
120000,120100,JUNIN,Huancayo,120101,Huancayo                                ,0.5597, 70.95 ,81.47,11.04,810.0
120000,120100,JUNIN,Huancayo,120104,Carhuacallanga                          ,0.4126, 78.91 ,94.12,7.39,351.5
120000,120100,JUNIN,Huancayo,120105,Chacapampa     ,0.2983, 70.86 ,70.59,5.50,234.6
120000,120100,JUNIN,Huancayo,120106,Chicche                                 ,0.3134, 71.15 ,72.22,5.38,266.4
120000,120100,JUNIN,Huancayo,120107,Chilca                                  ,0.4956, 72.67 ,76.97,9.64,614.3
120000,120100,JUNIN,Huancayo,120108,Chongos Alto                            ,0.2830, 74.29 ,65.55,5.85,192.2
120000,120100,JUNIN,Huancayo,120111,Chupuro                                 ,0.3771, 70.79 ,64.30,6.97,393.2
120000,120100,JUNIN,Huancayo,120112,Colca                                   ,0.3178, 71.16 ,69.70,7.76,225.2
120000,120100,JUNIN,Huancayo,120113,Cullhuas                                ,0.1896, 74.80 ,37.59,4.87,106.0
120000,120100,JUNIN,Huancayo,120114,El Tambo                                ,0.5849, 72.62 ,83.24,11.26,869.4
120000,120100,JUNIN,Huancayo,120116,Huacrapuquio                            ,0.2674, 75.93 ,64.34,5.62,168.5
120000,120100,JUNIN,Huancayo,120117,Hualhuas                                ,0.4268, 70.80 ,68.37,9.38,450.6
120000,120100,JUNIN,Huancayo,120119,Huancan                                 ,0.4294, 70.77 ,77.81,8.69,451.5
120000,120100,JUNIN,Huancayo,120120,Huasicancha                             ,0.3023, 73.40 ,53.99,6.74,229.8
120000,120100,JUNIN,Huancayo,120121,Huayucachi                              ,0.4266, 70.60 ,83.96,8.46,436.1
120000,120100,JUNIN,Huancayo,120122,Ingenio                                 ,0.3505, 72.05 ,58.41,6.18,353.7
120000,120100,JUNIN,Huancayo,120124,Pariahuanca                             ,0.2617, 71.09 ,50.51,5.22,200.0
120000,120100,JUNIN,Huancayo,120125,Pilcomayo                               ,0.5084, 71.25 ,81.25,9.83,654.8
120000,120100,JUNIN,Huancayo,120126,Pucara                                  ,0.3292, 70.17 ,55.62,6.80,299.0
120000,120100,JUNIN,Huancayo,120127,Quichuay                                ,0.3527, 72.54 ,51.49,6.76,356.8
120000,120100,JUNIN,Huancayo,120128,Quilcas                                 ,0.3856, 70.62 ,65.96,7.35,401.2
120000,120100,JUNIN,Huancayo,120129,San Agustin                             ,0.4965, 71.19 ,82.99,9.51,618.7
120000,120100,JUNIN,Huancayo,120130,San Jeronimo De Tunan   ,0.4914, 71.49 ,79.15,9.90,596.9
120000,120100,JUNIN,Huancayo,120132,Sano                                    ,0.4189, 70.43 ,89.61,5.67,519.6
120000,120100,JUNIN,Huancayo,120133,Sapallanga                              ,0.4034, 71.60 ,70.16,7.71,420.4
120000,120100,JUNIN,Huancayo,120134,Sicaya                                  ,0.4452, 72.68 ,67.21,8.65,515.7
120000,120100,JUNIN,Huancayo,120135,Santo Domingo De Acobamba  ,0.2699, 70.99 ,27.24,8.56,210.7
120000,120100,JUNIN,Huancayo,120136,Viques                                  ,0.3735, 73.07 ,80.00,7.04,330.2
120000,120200,JUNIN,Concepcion,120201,Concepcion                              ,0.5060, 68.51 ,75.17,10.06,701.1
120000,120200,JUNIN,Concepcion,120202,Aco                                     ,0.2929, 73.21 ,68.75,6.49,196.8
120000,120200,JUNIN,Concepcion,120203,Andamarca                               ,0.1871, 73.58 ,26.51,4.50,123.8
120000,120200,JUNIN,Concepcion,120204,Chambara                                ,0.2518, 70.52 ,58.86,6.92,147.6
120000,120200,JUNIN,Concepcion,120205,Cochas                                  ,0.2238, 72.12 ,21.36,5.48,184.7
120000,120200,JUNIN,Concepcion,120206,Comas                                   ,0.3392, 72.23 ,47.55,6.21,353.0
120000,120200,JUNIN,Concepcion,120207,Heroinas Toledo                         ,0.2396, 70.94 ,65.39,5.73,139.1
120000,120200,JUNIN,Concepcion,120208,Manzanares                              ,0.4122, 74.36 ,83.87,8.92,358.8
120000,120200,JUNIN,Concepcion,120209,Mariscal Castilla                       ,0.2011, 73.93 ,50.06,5.37,104.3
120000,120200,JUNIN,Concepcion,120210,Matahuasi                               ,0.4430, 70.37 ,64.68,9.04,528.5
120000,120200,JUNIN,Concepcion,120211,Mito                                    ,0.4242, 69.22 ,73.08,9.04,453.1
120000,120200,JUNIN,Concepcion,120212,Nueve De Julio                          ,0.4452, 70.58 ,75.00,8.56,514.2
120000,120200,JUNIN,Concepcion,120213,Orcotuna                                ,0.4001, 76.44 ,67.96,7.90,375.8
120000,120200,JUNIN,Concepcion,120214,San Jose De Quero  ,0.2201, 72.97 ,54.10,6.19,115.3
120000,120200,JUNIN,Concepcion,120215,Santa Rosa De Ocopa   ,0.4366, 70.70 ,71.05,8.15,512.9
120000,120300,JUNIN,Chanchamayo,120301,Chanchamayo    ,0.5157, 74.31 ,56.56,9.35,785.1
120000,120300,JUNIN,Chanchamayo,120302,Perene                                  ,0.3578, 73.91 ,40.50,7.01,394.5
120000,120300,JUNIN,Chanchamayo,120303,Pichanaqui                              ,0.3785, 77.53 ,44.23,7.19,407.8
120000,120300,JUNIN,Chanchamayo,120304,San Luis De Shuaro   ,0.3534, 73.65 ,39.03,6.92,392.5
120000,120300,JUNIN,Chanchamayo,120305,San Ramon                               ,0.5086, 73.98 ,65.49,8.91,728.9
120000,120300,JUNIN,Chanchamayo,120306,Vitoc                                   ,0.5032, 72.34 ,51.27,8.04,873.3
120000,120400,JUNIN,Jauja,120401,Jauja                                   ,0.5300, 69.53 ,77.31,10.67,746.7
120000,120400,JUNIN,Jauja,120402,Acolla                                  ,0.3845, 71.15 ,71.08,8.03,361.3
120000,120400,JUNIN,Jauja,120403,Apata                                   ,0.3692, 69.26 ,66.68,7.50,360.2
120000,120400,JUNIN,Jauja,120404,Ataura                                  ,0.5022, 70.19 ,95.45,9.66,605.4
120000,120400,JUNIN,Jauja,120405,Canchayllo                              ,0.2970, 67.14 ,45.33,7.45,251.5
120000,120400,JUNIN,Jauja,120406,Curicaca                                ,0.3999, 68.00 ,62.52,7.25,484.1
120000,120400,JUNIN,Jauja,120407,El Mantaro                              ,0.4816, 74.09 ,85.48,9.49,529.8
120000,120400,JUNIN,Jauja,120408,Huamali                                 ,0.4261, 70.54 ,83.87,9.01,420.1
120000,120400,JUNIN,Jauja,120409,Huaripampa                              ,0.4826, 72.30 ,81.82,9.11,576.5
120000,120400,JUNIN,Jauja,120410,Huertas                                 ,0.3873, 69.91 ,65.74,9.03,365.7
120000,120400,JUNIN,Jauja,120411,Janjaillo                               ,0.2268, 69.78 ,54.57,5.21,141.5
120000,120400,JUNIN,Jauja,120412,Julcan                                  ,0.3860, 70.92 ,53.16,8.48,405.6
120000,120400,JUNIN,Jauja,120413,Leonor Ordonez    ,0.4094, 69.57 ,82.61,8.73,393.7
120000,120400,JUNIN,Jauja,120414,Llocllapampa                            ,0.3732, 67.77 ,64.32,7.65,384.3
120000,120400,JUNIN,Jauja,120415,Marco                                   ,0.3130, 71.50 ,86.11,7.51,200.7
120000,120400,JUNIN,Jauja,120416,Masma                                   ,0.3111, 68.15 ,68.42,7.44,233.0
120000,120400,JUNIN,Jauja,120417,Masma Chicche   ,0.2937, 74.90 ,51.94,5.22,247.2
120000,120400,JUNIN,Jauja,120418,Molinos                                 ,0.3065, 72.78 ,41.47,6.80,268.1
120000,120400,JUNIN,Jauja,120419,Monobamba     ,0.3568, 70.75 ,41.27,6.48,433.2
120000,120400,JUNIN,Jauja,120420,Muqui                                   ,0.4270, 73.26 ,84.62,8.58,410.6
120000,120400,JUNIN,Jauja,120421,Muquiyauyo                              ,0.4553, 74.15 ,59.59,8.60,566.5
120000,120400,JUNIN,Jauja,120422,Paca                                    ,0.3189, 72.05 ,50.16,6.61,282.3
120000,120400,JUNIN,Jauja,120423,Paccha                                  ,0.3531, 69.43 ,62.19,7.38,331.4
120000,120400,JUNIN,Jauja,120424,Pancan                                  ,0.4272, 67.79 ,70.83,8.40,504.8
120000,120400,JUNIN,Jauja,120425,Parco                                   ,0.4035, 68.35 ,71.43,8.05,434.8
120000,120400,JUNIN,Jauja,120426,Pomacancha    ,0.2127, 68.67 ,37.51,5.65,137.1
120000,120400,JUNIN,Jauja,120427,Ricran                                  ,0.2418, 71.42 ,35.22,5.79,178.2
120000,120400,JUNIN,Jauja,120428,San Lorenzo                             ,0.3981, 73.10 ,57.90,8.54,405.3
120000,120400,JUNIN,Jauja,120429,San Pedro De Chunan   ,0.3798, 67.34 ,76.92,8.12,361.9
120000,120400,JUNIN,Jauja,120430,Sausa                                   ,0.4703, 73.88 ,58.15,9.24,605.1
120000,120400,JUNIN,Jauja,120431,Sincos                                  ,0.3245, 68.91 ,65.02,7.60,258.5
120000,120400,JUNIN,Jauja,120432,Tunan Marca                             ,0.3320, 74.33 ,54.01,7.13,278.7
120000,120400,JUNIN,Jauja,120433,Yauli                                   ,0.3998, 68.13 ,80.00,7.71,414.9
120000,120400,JUNIN,Jauja,120434,Yauyos                                  ,0.5048, 71.46 ,77.36,9.65,660.9
120000,120500,JUNIN,Junin,120501,Junin                                   ,0.4441, 69.14 ,76.56,8.80,512.7
120000,120500,JUNIN,Junin,120502,Carhuamayo  ,0.3989, 70.64 ,72.46,7.58,413.8
120000,120500,JUNIN,Junin,120503,Ondores                                 ,0.3870, 67.27 ,58.38,8.84,412.1
120000,120500,JUNIN,Junin,120504,Ulcumayo                                ,0.2442, 68.63 ,41.43,5.00,196.6
120000,120600,JUNIN,Satipo,120601,Satipo                                  ,0.4208, 71.05 ,44.01,8.53,559.2
120000,120600,JUNIN,Satipo,120602,Coviriali                               ,0.3054, 72.59 ,50.37,6.84,244.4
120000,120600,JUNIN,Satipo,120603,Llaylla                                 ,0.2571, 72.25 ,28.53,6.25,212.9
120000,120600,JUNIN,Satipo,120604,Mazamari  ,0.3756, 74.82 ,67.65,6.91,353.8
120000,120600,JUNIN,Satipo,120605,Pampa Hermosa  ,0.3111, 74.81 ,40.64,6.17,287.8
120000,120600,JUNIN,Satipo,120606,Pangoa              ,0.2212, 73.26 ,6.49,6.91,252.0
120000,120600,JUNIN,Satipo,120607,Rio Negro                               ,0.3510, 73.06 ,46.59,6.86,361.7
120000,120600,JUNIN,Satipo,120608,Rio Tambo                               ,0.2599, 78.09 ,23.09,5.64,230.6
120000,120700,JUNIN,Tarma,120701,Tarma                                   ,0.5000, 72.30 ,69.46,9.72,663.0
120000,120700,JUNIN,Tarma,120702,Acobamba                                ,0.4018, 72.44 ,70.38,7.93,402.0
120000,120700,JUNIN,Tarma,120703,Huaricolca                              ,0.2404, 74.88 ,35.10,5.76,166.7
120000,120700,JUNIN,Tarma,120704,Huasahuasi                              ,0.3163, 73.95 ,39.38,6.06,313.0
120000,120700,JUNIN,Tarma,120705,La Union                                ,0.4301, 75.50 ,63.57,7.62,491.5
120000,120700,JUNIN,Tarma,120706,Palca                                   ,0.3290, 74.55 ,37.98,6.19,345.4
120000,120700,JUNIN,Tarma,120707,Palcamayo                               ,0.3990, 76.36 ,53.95,6.17,484.0
120000,120700,JUNIN,Tarma,120708,San Pedro De Cajas  ,0.2965, 77.94 ,44.26,6.19,232.0
120000,120700,JUNIN,Tarma,120709,Tapo                                    ,0.2295, 75.57 ,29.90,5.04,170.4
120000,120800,JUNIN,Yauli,120801,La Oroya                                ,0.6037, 74.75 ,75.09,10.46,1001.6
120000,120800,JUNIN,Yauli,120802,Chacapalpa                              ,0.4210, 74.30 ,83.33,7.08,437.2
120000,120800,JUNIN,Yauli,120803,Huay-Huay                               ,0.5195, 76.97 ,44.68,9.77,831.4
120000,120800,JUNIN,Yauli,120804,Marcapomacocha   ,0.4493, 76.50 ,53.05,8.03,574.9
120000,120800,JUNIN,Yauli,120805,Morococha                               ,0.6311, 79.07 ,59.76,10.13,1196.6
120000,120800,JUNIN,Yauli,120806,Paccha                                  ,0.5148, 75.06 ,66.69,9.34,712.5
120000,120800,JUNIN,Yauli,120807,Santa Barbara De Carhuacaya  ,0.4267, 78.11 ,50.09,7.59,513.9
120000,120800,JUNIN,Yauli,120808,Santa Rosa De Sacco   ,0.6275, 77.94 ,81.71,10.51,1009.9
120000,120800,JUNIN,Yauli,120809,Suitucancha                             ,0.3509, 72.61 ,66.68,7.18,302.2
120000,120800,JUNIN,Yauli,120810,Yauli                                   ,0.6159, 75.28 ,71.83,10.43,1074.9
120000,120900,JUNIN,Chupaca,120901,Chupaca                                 ,0.4760, 71.09 ,81.65,9.62,551.2
120000,120900,JUNIN,Chupaca,120902,Ahuac                                   ,0.3976, 70.20 ,77.70,8.19,383.0
120000,120900,JUNIN,Chupaca,120903,Chongos Bajo                            ,0.4199, 71.36 ,82.22,7.86,433.8
120000,120900,JUNIN,Chupaca,120904,Huachac                                 ,0.4733, 73.20 ,81.01,8.73,552.1
120000,120900,JUNIN,Chupaca,120905,Huamancaca Chico    ,0.4536, 72.25 ,80.49,8.71,502.0
120000,120900,JUNIN,Chupaca,120906,San Juan De Iscos    ,0.3601, 72.84 ,88.10,7.59,275.8
120000,120900,JUNIN,Chupaca,120907,San Juan De Jarpa       ,0.2278, 74.54 ,57.20,7.69,107.5
120000,120900,JUNIN,Chupaca,120908,Tres De Diciembre    ,0.4261, 75.72 ,70.00,8.74,420.8
120000,120900,JUNIN,Chupaca,120909,Yanacancha                              ,0.2697, 70.71 ,52.15,6.43,189.0
130000,130100,LA LIBERTAD,Trujillo,130101,Trujillo                                ,0.6694, 77.45 ,83.58,12.25,1113.4
130000,130100,LA LIBERTAD,Trujillo,130102,El Porvenir                             ,0.4567, 77.35 ,56.32,8.28,565.7
130000,130100,LA LIBERTAD,Trujillo,130103,Florencia De Mora   ,0.4443, 77.86 ,67.19,8.96,456.7
130000,130100,LA LIBERTAD,Trujillo,130104,Huanchaco                               ,0.5050, 76.31 ,62.64,9.53,670.7
130000,130100,LA LIBERTAD,Trujillo,130105,La Esperanza                            ,0.5119, 76.88 ,70.15,9.72,646.5
130000,130100,LA LIBERTAD,Trujillo,130106,Laredo                                  ,0.5197, 78.23 ,64.80,8.90,720.1
130000,130100,LA LIBERTAD,Trujillo,130107,Moche                                   ,0.5153, 76.41 ,64.16,9.75,691.8
130000,130100,LA LIBERTAD,Trujillo,130108,Poroto                                  ,0.3210, 76.48 ,48.75,6.34,275.6
130000,130100,LA LIBERTAD,Trujillo,130109,Salaverry                               ,0.4610, 76.68 ,69.89,9.61,487.1
130000,130100,LA LIBERTAD,Trujillo,130110,Simbal                                  ,0.3465, 76.04 ,39.12,6.37,374.4
130000,130100,LA LIBERTAD,Trujillo,130111,Victor Larco Herrera                    ,0.7248, 77.86 ,79.66,11.85,1453.7
130000,130200,LA LIBERTAD,Ascope,130201,Ascope                                  ,0.4366, 74.75 ,70.90,8.87,451.2
130000,130200,LA LIBERTAD,Ascope,130202,Chicama                                 ,0.4789, 75.62 ,72.65,8.65,577.1
130000,130200,LA LIBERTAD,Ascope,130203,Chocope                                 ,0.5438, 75.47 ,72.73,9.73,774.7
130000,130200,LA LIBERTAD,Ascope,130204,Magdalena De Cao    ,0.5022, 76.14 ,65.08,8.42,700.0
130000,130200,LA LIBERTAD,Ascope,130205,Paijan                                  ,0.4149, 74.92 ,54.31,7.96,471.0
130000,130200,LA LIBERTAD,Ascope,130206,Razuri                                  ,0.4518, 74.78 ,52.48,8.55,583.6
130000,130200,LA LIBERTAD,Ascope,130207,Santiago De Cao      ,0.5256, 76.54 ,79.64,9.61,664.5
130000,130200,LA LIBERTAD,Ascope,130208,Casa Grande                             ,0.5388, 76.36 ,74.15,9.79,732.4
130000,130300,LA LIBERTAD,Bolivar,130301,Bolivar                                 ,0.1943, 75.08 ,15.96,5.82,136.8
130000,130300,LA LIBERTAD,Bolivar,130302,Bambamarca      ,0.1567, 80.62 ,12.05,4.26,105.8
130000,130300,LA LIBERTAD,Bolivar,130303,Condormarca                             ,0.1847, 77.39 ,28.68,4.82,106.9
130000,130300,LA LIBERTAD,Bolivar,130304,Longotea                                ,0.2815, 75.49 ,36.67,6.25,227.7
130000,130300,LA LIBERTAD,Bolivar,130305,Uchumarca                               ,0.2574, 77.19 ,43.73,6.58,161.0
130000,130300,LA LIBERTAD,Bolivar,130306,Ucuncha                                 ,0.1671, 79.55 ,10.36,5.51,111.9
130000,130400,LA LIBERTAD,Chepen,130401,Chepen                                  ,0.4961, 76.83 ,69.88,9.02,619.6
130000,130400,LA LIBERTAD,Chepen,130402,Pacanga                                 ,0.3753, 76.74 ,49.20,6.60,405.3
130000,130400,LA LIBERTAD,Chepen,130403,Pueblo Nuevo                            ,0.3997, 76.76 ,58.26,7.29,419.5
130000,130500,LA LIBERTAD,Julcan,130501,Julcan                                  ,0.1702, 70.48 ,22.32,4.59,111.6
130000,130500,LA LIBERTAD,Julcan,130502,Calamarca                               ,0.1808, 71.89 ,34.82,4.56,106.6
130000,130500,LA LIBERTAD,Julcan,130503,Carabamba                               ,0.1571, 70.45 ,20.65,4.11,103.8
130000,130500,LA LIBERTAD,Julcan,130504,Huaso                                   ,0.1515, 70.85 ,14.52,4.06,108.8
130000,130600,LA LIBERTAD,Otuzco,130601,Otuzco                                  ,0.2992, 72.62 ,46.52,6.13,255.9
130000,130600,LA LIBERTAD,Otuzco,130602,Agallpampa                              ,0.1646, 73.75 ,21.52,3.93,110.3
130000,130600,LA LIBERTAD,Otuzco,130604,Charat                                  ,0.2212, 73.94 ,27.85,4.72,171.6
130000,130600,LA LIBERTAD,Otuzco,130605,Huaranchal                              ,0.1824, 73.44 ,16.88,5.11,128.4
130000,130600,LA LIBERTAD,Otuzco,130606,La Cuesta                               ,0.2359, 72.12 ,23.17,4.70,224.2
130000,130600,LA LIBERTAD,Otuzco,130608,Mache                                   ,0.1969, 76.87 ,41.90,4.92,106.8
130000,130600,LA LIBERTAD,Otuzco,130610,Paranday                                ,0.1693, 72.50 ,21.69,4.71,106.7
130000,130600,LA LIBERTAD,Otuzco,130611,Salpo                                   ,0.2356, 73.03 ,31.60,5.19,181.6
130000,130600,LA LIBERTAD,Otuzco,130613,Sinsicap                                ,0.1425, 75.41 ,18.52,3.01,102.4
130000,130600,LA LIBERTAD,Otuzco,130614,Usquil                                  ,0.1508, 74.34 ,16.13,3.72,104.6
130000,130700,LA LIBERTAD,Pacasmayo,130701,San Pedro De Lloc ,0.5212, 78.69 ,64.64,9.85,679.7
130000,130700,LA LIBERTAD,Pacasmayo,130702,Guadalupe                               ,0.4541, 79.37 ,63.15,8.27,509.9
130000,130700,LA LIBERTAD,Pacasmayo,130703,Jequetepeque                            ,0.4362, 78.84 ,56.36,7.48,515.3
130000,130700,LA LIBERTAD,Pacasmayo,130704,Pacasmayo                               ,0.5302, 79.39 ,74.34,10.41,638.4
130000,130700,LA LIBERTAD,Pacasmayo,130705,San Jose                                ,0.4311, 81.50 ,50.58,7.24,511.6
130000,130800,LA LIBERTAD,Pataz,130801,Tayabamba                               ,0.1881, 70.96 ,36.50,5.04,109.1
130000,130800,LA LIBERTAD,Pataz,130802,Buldibuyo                               ,0.1911, 72.55 ,30.31,5.07,117.2
130000,130800,LA LIBERTAD,Pataz,130803,Chillia                                 ,0.1343, 75.71 ,7.35,3.76,105.2
130000,130800,LA LIBERTAD,Pataz,130804,Huancaspata                             ,0.1713, 78.24 ,22.69,4.32,104.5
130000,130800,LA LIBERTAD,Pataz,130805,Huaylillas                              ,0.1887, 72.15 ,33.49,5.49,106.4
130000,130800,LA LIBERTAD,Pataz,130806,Huayo                                   ,0.1363, 70.00 ,9.95,3.91,103.3
130000,130800,LA LIBERTAD,Pataz,130807,Ongon                                   ,0.1607, 73.40 ,20.75,4.07,104.7
130000,130800,LA LIBERTAD,Pataz,130808,Parcoy                                  ,0.3432, 71.53 ,24.58,7.75,435.4
130000,130800,LA LIBERTAD,Pataz,130809,Pataz                                   ,0.3184, 70.56 ,23.84,7.28,380.5
130000,130800,LA LIBERTAD,Pataz,130810,Pias                                    ,0.2738, 75.22 ,34.99,4.98,251.0
130000,130800,LA LIBERTAD,Pataz,130811,Santiago De Challas  ,0.1518, 76.67 ,9.96,4.42,108.8
130000,130800,LA LIBERTAD,Pataz,130812,Taurija                                 ,0.1744, 74.75 ,25.30,4.70,104.4
130000,130800,LA LIBERTAD,Pataz,130813,Urpay                                   ,0.1937, 75.14 ,38.80,4.89,108.9
130000,130900,LA LIBERTAD,Sanchez Carrion,130901,Huamachuco   ,0.2489, 71.17 ,38.18,5.63,188.9
130000,130900,LA LIBERTAD,Sanchez Carrion,130902,Chugay                                  ,0.0932, 77.40 ,6.90,2.03,103.0
130000,130900,LA LIBERTAD,Sanchez Carrion,130903,Cochorco                                ,0.1380, 72.21 ,10.04,3.49,110.4
130000,130900,LA LIBERTAD,Sanchez Carrion,130904,Curgos                                  ,0.1392, 75.88 ,11.68,3.30,105.6
130000,130900,LA LIBERTAD,Sanchez Carrion,130905,Marcabal                                ,0.1296, 76.99 ,15.69,2.56,102.6
130000,130900,LA LIBERTAD,Sanchez Carrion,130906,Sanagoran                               ,0.0936, 72.17 ,3.11,2.47,102.1
130000,130900,LA LIBERTAD,Sanchez Carrion,130907,Sarin                                   ,0.1468, 76.63 ,19.38,3.06,104.3
130000,130900,LA LIBERTAD,Sanchez Carrion,130908,Sartimbamba                             ,0.1368, 71.84 ,12.13,3.29,106.5
130000,131000,LA LIBERTAD,Santiago de Chuco,131001,Santiago De Chuco   ,0.2617, 73.41 ,27.88,5.71,232.6
130000,131000,LA LIBERTAD,Santiago de Chuco,131002,Angasmarca                              ,0.3078, 79.02 ,23.08,6.55,322.4
130000,131000,LA LIBERTAD,Santiago de Chuco,131003,Cachicadan                              ,0.3015, 74.61 ,26.68,6.54,308.7
130000,131000,LA LIBERTAD,Santiago de Chuco,131004,Mollebamba                              ,0.2900, 74.37 ,45.85,5.42,248.7
130000,131000,LA LIBERTAD,Santiago de Chuco,131005,Mollepata                               ,0.2286, 77.43 ,35.52,4.40,167.0
130000,131000,LA LIBERTAD,Santiago de Chuco,131006,Quiruvilca                              ,0.3349, 74.82 ,35.00,6.76,353.9
130000,131000,LA LIBERTAD,Santiago de Chuco,131007,Santa Cruz De Chuca    ,0.2021, 74.82 ,19.36,4.54,161.8
